coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri May 06 22:17:45 +0000 2016,,,http://www.langleytimes.com/news/378444801.html,1,728710371452686336,,,,en,,false,,3,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","B.C. wildfire crosses into Alberta, medical teams to help evacuees - Langley Times https://t.co/ls9KiuoZx2 via @BlackPressMedia",https://twitter.com/LangleyTimes/status/728710371452686336,Tue May 19 19:49:03 +0000 2009,41193135,false,Langley's source for news in print Wednesdays and online 24/7. Part of @BlackPressMedia,81,8589,339,224,"Langley, British Columbia",Langley Advance Times,LangleyTimes,83497,,https://www.langleyadvancetimes.com,false
,Fri May 06 15:39:00 +0000 2016,,,http://fb.me/2c1QZ8sQ2,0,728610021743972352,,,,en,,false,,0,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Canada has a town of 90,000 being totally evacuated and destroyed by a wildfire . https://t.co/1J8UMy1kPX",https://twitter.com/MLS_pics/status/728610021743972352,Sat Oct 22 13:50:10 +0000 2011,395932278,false,"Living in the PTBO Ontario  with a passion for the outdoors ,real estate photography , drone video and photography.",5,56,153,0,"Peterborough, Ontario",Kevin Derrick,MLS_pics,264,,http://mybusinesstours.com,false
,Tue May 17 16:21:03 +0000 2016,oil wildfires,,https://twitter.com/CeciliaJamasmie/status/732600503931002880,0,732606867667623938,,,,en,,false,732600503931002880,2,732601156875264000,Natural_RF,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","#oil #wildfires | Summer has just begun, will it ever end? https://t.co/X8zpCAsaxJ",https://twitter.com/petroplata/status/732606867667623938,Tue Jan 28 18:35:11 +0000 2014,2315916511,false,equitycrowdfunding portal for the Oil & Gas industry. Launching in 2015,99,3501,2558,400,Global,PetroPlata,petroplata,54514,,http://www.petroplata.com,false
,Sat May 07 15:38:48 +0000 2016,ymm,,https://twitter.com/rachelnotley/status/728958547019464704,8,728972360074723328,,,,en,,false,728958547019464704,4,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hard work in the worst of conditions and environment. Highest respect to all the men and women firefighters #ymm https://t.co/pnjbcxHbkR,https://twitter.com/MessierOnFire/status/728972360074723328,Mon Jan 17 23:40:29 +0000 2011,239583227,false,"Proud retiree of the fire service  – The gag is off! Tweeting what I want when I want. Je parle francais. Family, hockey, photography, motorcycling, boating...",3893,13697,1518,275,"Ontario, Canada",Marc Messier,MessierOnFire,28038,,,false
,Fri May 06 15:24:27 +0000 2016,abbiz,https://twitter.com/albertachambers/status/727980911460024320/photo/1,http://conta.cc/26UIqQk,0,728606357960704006,,,,en,,false,,9,727980911460024320,albertachambers,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Fort McMurray Wildfire and ACC Chamber Relief Fund #abbiz https://t.co/qzUqwtEdVn https://t.co/iZY7uld4bw,https://twitter.com/FLFBenefits/status/728606357960704006,Sat Jun 09 19:34:27 +0000 2012,603859925,false,"I would love to live in a world where employers aren't responsible for their staff's healthcare. Until then, I can help.",126,170,249,7,"Spruce Grove, AB, Canada",Dean Chapman,FLFBenefits,382,,http://www.frontlinebenefits.com,false
,Thu May 12 14:00:10 +0000 2016,,,http://cnn.it/1s0L078,0,730759475297030144,,,,en,,false,,0,,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",World News - How wildfires hide -- then rage again: The Fort McMurray wildfire could keep bu... https://t.co/pr9IbbiCyT by abigailpollak,https://twitter.com/abigailpollak/status/730759475297030144,Mon Jan 06 17:28:04 +0000 2014,2279373206,false,Crypto Lover From New York,1146,1476,3255,23,"New York, USA",Abigail P. Cruz,abigailpollak,30396,,,false
,Sat May 07 06:55:05 +0000 2016,ymmfire,,http://www.ckrw.com/news/local-news/yukoners-have-chance-to-help-those-in-fort-mcmurray/,0,728840560744652804,,,,en,,false,,1,728716188029747200,ckrwtherush,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Whitehorse Cares to raise money for wildfire victims in Fort McMurray. #ymmfire https://t.co/6sZVQA5NUD,https://twitter.com/YukonEvents/status/728840560744652804,Mon Jul 08 18:15:05 +0000 2013,1578264252,false,,3927,2307,3622,210,"Yukon, Canada",Dino Rudniski,YukonEvents,55360,,https://yukonevents.ca,false
,Thu May 19 21:07:45 +0000 2016,FordFamily,https://twitter.com/NSFord_Cochrane/status/733403793652486148/photo/1,,1,733403793652486148,,,,en,,false,,0,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",.@FordCanada's donation of $500K to wildfire relief is an inspiration. Proud to be part of the #FordFamily! https://t.co/5JfsUY50PQ,https://twitter.com/NSFord_Cochrane/status/733403793652486148,Wed Jun 03 18:19:06 +0000 2015,3235320542,false,"Cochrane's Ford dealership. Tweets by Brian Ross, sales manager at NorthStar Ford Cochrane. 403-851-3006 AMVIC licensed (B1035536) dealership.",193,171,185,9,"Cochrane, Alberta",NorthStarCochrane,NSFord_Cochrane,1533,,http://www.northstarfordcochrane.ca/,false
,Thu May 12 19:00:36 +0000 2016,Alberta CSR,,http://bit.ly/1TRQR7V,1,730835081749757953,,,,en,,false,,1,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",.@WesternUnion offers consumers in Canada fee-free transactions to support wildfire victims in #Alberta https://t.co/cMlz8Jyg7s #CSR,https://twitter.com/CSRwire/status/730835081749757953,Fri Sep 19 17:24:11 +0000 2008,16366271,false,"The latest #news, views and reports in #CSR and #sustainability. Part of the @3BLMedia Network.",3280,49425,4594,2439,Global,3BL CSRwire,CSRwire,117471,,https://www.csrwire.com,false
,Fri May 06 17:03:42 +0000 2016,,,,0,728631336626475008,,,,en,,,727626254858518529,13,727870758974836740,YMCA_Canada,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Our hearts &amp; thoughts are with the people &amp; communities affected by wildfire in Fort McMurray. From @YMCANorthernAB: https://t.co/Wekm1YeXuY,https://twitter.com/YMCAQuebec/status/728631336626475008,Mon Apr 02 01:13:32 +0000 2012,542994466,false,"Nous bâtissons des communautés plus fortes en offrant des occasions d'épanouissement et de vie active, saine et engagée pour tous. #YMCA #YMCApaix",1822,2238,1357,93,"Québec, Canada",YMCA Québec,YMCAQuebec,6320,,http://ymcaquebec.org,false
,Fri May 06 21:35:19 +0000 2016,,,http://fb.me/7IWCDGEdN,0,728699689755942912,,,,en,,false,,0,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","If you have a finished quilt to donate to comfort those affected by the wildfire in Fort McMurray, you can send... https://t.co/S8dF2QPbRg",https://twitter.com/CBQuilts/status/728699689755942912,Mon Mar 15 03:56:47 +0000 2010,123140089,false,"Host of The Quilter's Way, Youtube creator, online course instructor. Join my private Chatterbox Quilts group at https://t.co/isT6uCKZ9d",41,168,204,9,"Calgary, AB, Canada",Kim Jamieson-Hirst,CBQuilts,4602,,https://www.chatterboxquilts.com,false
,Tue May 17 17:38:49 +0000 2016,,https://twitter.com/catameep/status/732626440315895808/photo/1,,0,732626440315895808,,,,en,,false,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","With the destruction of Blacksand Lodge, the wildfire is now among the oil sands facilities themselves https://t.co/d2DXbpvoIY",https://twitter.com/catameep/status/732626440315895808,Thu Feb 06 01:32:09 +0000 2014,2329619340,false,"Greymuzzle Ghost Cat; fursuiter; he/him; Astrophysics + other sciences, photography, plushies, wildlife, esp. cougars/mtn. lions/pumas, sneps & all felines",120701,1476,1290,95,"Ontario, Canada",Catameep Snow Panther 🔜 FE,catameep,74681,,https://meow.social/@Catameep,false
,Tue May 10 21:05:16 +0000 2016,,,https://twitter.com/i/moments/729701188111872000,0,730141680104411136,,,,en,,false,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","My prayers go to this people .
 ⚡️ ""Beneath the smoke of Canada's Fort McMurray wildfire"" by @Reuters

https://t.co/rihSTq0cjh",https://twitter.com/ChispasT/status/730141680104411136,Wed May 06 19:37:48 +0000 2009,38257859,false,12 years team member and proud parent of a #California #firefighter #CaliforniaNative #UDT Douchebags and Morons will be block .,1374,97,418,3,"Walnut Creek, CA",Chispas T,ChispasT,16931,,,false
,Wed May 18 14:19:09 +0000 2016,yymfire,https://twitter.com/AdrienneLambCBC/status/732938581367529472/photo/1,http://www.cbc.ca/news/canada/edmonton/wildfire-fighting-technology-1.3579090,0,732938581367529472,,,,en,,false,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","New technology &amp; tools helping crews face off against Canadian wildfires.
https://t.co/yJQMICdaEH #yymfire https://t.co/ByYxzDCn0H",https://twitter.com/AdrienneLambCBC/status/732938581367529472,Wed Jan 04 23:10:03 +0000 2012,455282545,false,"Mom, wife, beagle wrangler & national award winning journalist. Host & producer of CBC's Our Edmonton. adrienne.lamb@cbc.ca (she/her) Retweets ≠ endorsements.",9695,3408,1172,81,"Edmonton, AB",Adrienne Lamb,AdrienneLambCBC,13200,,http://cbc.ca/edmonton,true
,Mon May 16 21:43:22 +0000 2016,,,,0,732325594822664192,,,,en,,,,1,732325414736039936,ClearwaterRFRS,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Crews on scene of wildfire in Withrow possibly a couple of outbuilding structures damaged CRFRS and Eckville crews here,https://twitter.com/DerykShaw/status/732325594822664192,Fri Feb 27 23:11:02 +0000 2015,3047963293,false,"i live in Red Deer. i am looking into the life of RCMP, i'm very easy to friend and i love rock music and my type of girl is the one in uniform.",317,7,95,0,"Red Deer, Alberta",Deryk Shaw,DerykShaw,190,,http://rcmp1920.tk,false
,Mon May 16 01:39:04 +0000 2016,,,,0,732022524024758272,,,,en,,,,1,731987848258195456,NatashaCarvalh5,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Beautiful afternoon joining voices to raise money for Red Cross-Fort Mac wildfire relief. Thanks Mayor @tedclugston for attending.,https://twitter.com/dianemacna/status/732022524024758272,Sat Nov 06 14:59:22 +0000 2010,212604566,false,"Self-Advocate, Mother of Self-Advocate, Volunteer, Author",2812,596,813,29,"Redcliff, Alberta",Diane MacNaughton,dianemacna,15595,,,false
,Fri May 06 13:36:31 +0000 2016,Wildfires BCwildFire,,http://www.cbc.ca/beta/news/canada/british-columbia/alaska-highway-bc-wildfire-1.3569248,0,728579197862436864,,,,en,,false,,0,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","#Wildfires spark evacuation order, state of emergency near Fort St. John - British Columbia - CBC News https://t.co/AXCp0S1eOw | #BCwildFire",https://twitter.com/ChoiceZnewZ/status/728579197862436864,Tue May 17 17:45:23 +0000 2011,300388340,false,LUV: Sharing the NewZ; #Graphics & #WebDesign; Technology; Astrology (Libra); Classic Rock; #Canucks; Ppl with positive energy. DETEST: Negative Energy Vampires,19471,4466,4289,272,"Fraser Valley, BC",CZ,ChoiceZnewZ,231226,,http://www.choicez.biz/,false
,Fri May 06 20:06:30 +0000 2016,,,,0,728677338209202176,,,,en,,,,1,728675878759219200,Exquisite_246,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My heart goes out to those being affected by this wildfire. Prayers up !,https://twitter.com/CutTheFuckery/status/728677338209202176,Tue Aug 02 23:17:06 +0000 2011,347533547,false,| #CureNF | The thoughts and opinions expressed in my tweets are my own and do not reflect those of my employer(s) or my man so let me talk my shit in peace.,36019,997,489,32,,Lex Talionis,CutTheFuckery,204736,,https://excusethelispto.buzzsprout.com/,false
,Sat May 07 21:07:20 +0000 2016,bcpoli yyj,,https://twitter.com/bcgeu/status/727930965344063488,0,729055034479017984,,,,en,,false,727930965344063488,7,728692811118206976,mjeso,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bcgeu makes $50k donation to @redcrosscanada for wildfire relief! #bcpoli #yyj https://t.co/Ptz8q7XKj7,https://twitter.com/jaybeedreamer/status/729055034479017984,Mon Apr 27 19:09:44 +0000 2009,35828439,false,"Ferry worker. ⚓
Activist. ✊
Young Worker 
Cat lover 
Artist 
Selfies are fun 
XO 
I say what I want, I say what I think, I say what I feel.
My tweets are my own",576,160,537,8,"Nanaimo, British Columbia",Jenn MacPherson,jaybeedreamer,1355,,,false
,Sat May 07 03:04:35 +0000 2016,FortMcMurray,,,0,728782555315642368,,,,en,,,,10,728774173644984321,RosiePThompson,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The @CanadasNAC raised more than $2,500 for the @redcrosscanada for #FortMcMurray tonight. Thanks to our volunteers. https://t.co/lC7NY0GJDD",https://twitter.com/JackpineBrands/status/728782555315642368,Mon Dec 03 21:25:18 +0000 2012,987457838,false,"Design. Strategy. Branded places. Together we'll express your vision, build identity, shape spaces, & spark change.",2065,1809,2693,47,Ottawa,Jackpine,JackpineBrands,4434,,http://jackpine.co,false
,Sat May 07 04:43:43 +0000 2016,,,https://twitter.com/twittem/status/728777189781463041,2,728807500112269312,,,,en,,false,728777189781463041,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hey @RedCrossAB look at one of our Red Deer DM volunteers go!! Awesome Ed! All proceeds to red cross. https://t.co/NvVOYFTq4c,https://twitter.com/Carlia_RMS/status/728807500112269312,Mon Apr 13 20:49:16 +0000 2009,30956339,false,"Reader, Watcher, Listener, 
Traveler, Procrastinator, Writer, Lover, Volunteer-er, Sports-er, Dreamer instagram: carlia_rms",1091,59,136,3,"Sylvan Lake, Alberta",Carlia,Carlia_RMS,1910,,,false
,Tue May 24 06:28:19 +0000 2016,ymmfire,,http://www.rmwb.ca/News-Room/RMWB-Wildfire-Information/Wildfire-Re-Entry-Plan.htm?hootPostID=c29cd5e3e7f65781bb01634133561178,0,734994416578887680,,,,en,,false,,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Re-entry Information Booklet for #ymmfire residents.  https://t.co/HxLUC4lnL2,https://twitter.com/carthursyyc/status/734994416578887680,Sun Mar 27 23:09:45 +0000 2011,273152349,false,"General Manager and City Resilience Officer, Planner (RPP, MCIP), City of Calgary #resilientyyc My opinions/random ideas shared here.",1067,542,508,20,"Calgary, AB",Christine Arthurs,carthursyyc,2500,,http://calgary.ca,false
,Mon May 09 16:48:17 +0000 2016,,,http://globalnews.ca/news/2688553/notley-in-fort-mcmurray-monday-to-survey-wildfire-damage/?sf25927277=1,0,729714619955085314,,,,en,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",PM @JustinTrudeau encourages Canadians to continue donations to support Fort McMurray fire victims https://t.co/C1lQQObtCb,https://twitter.com/Bloomex_canada/status/729714619955085314,Mon May 06 02:44:19 +0000 2013,1406602044,false,"The Official Twitter account of Bloomex, Canada's largest florist.. Questions/comments? Call us at 1 888 912 5666, or email wecare@bloomex.ca",11492,6307,4116,88,Canada,Bloomex 🌺,Bloomex_canada,14969,,http://bloomex.ca,false
,Wed May 11 19:47:42 +0000 2016,,,http://goo.gl/SjvGCr,0,730484546404290560,,,,en,,false,,0,,,"<a href=""http://www.greenquinte.com/"" rel=""nofollow"">Green Quinte</a>",Empire hosting wildfire fundraiser https://t.co/UGbRQI6Etm,https://twitter.com/GreenQuinte/status/730484546404290560,Fri Oct 28 01:02:04 +0000 2011,399774421,false,"Green Quinte is an initiative for everyone who wants to work, play and live green... from CJBQ / Mix 97 / Rock 107.",689,1660,1780,60,"Quinte region, Ontario, Canada",Green Quinte,GreenQuinte,7632,,http://greenquinte.com,false
,Mon May 09 15:48:37 +0000 2016,,,http://fb.me/7Jfap3vP7,0,729699605651304448,,,,en,,false,,0,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","It's official!! $1,220 to the @redcrosscanada in support of those affected by the Fort McMurray wildfire!!! Thank... https://t.co/DeI1QB67Xo",https://twitter.com/PPSDance/status/729699605651304448,Sun Sep 26 19:21:05 +0000 2010,195459363,false,"Peggy Peat School of Dance, been teaching kids the love of dance since 1950",7,179,72,2,"Maple Ridge, BC",PPSDance,PPSDance,908,,http://www.ppsdance.ca,false
,Fri May 06 21:20:11 +0000 2016,wildfire,,https://twitter.com/macewanu/status/728310698527182848,1,728695882133086208,MacEwanU,,16316758,en,,false,728310698527182848,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MacEwanU we are proud of you for providing accommodation to evacuees affected by #wildfire https://t.co/YZRjrDofBL,https://twitter.com/CuccoaOrg/status/728695882133086208,Fri Dec 18 23:13:29 +0000 2015,4597901773,false,Canadian University & College Conference Organizers Association connects meeting planners and our members for hosting opportunities on campuses across Canada.,58,190,241,10,"Newmarket, Ontario",ConnectOnCampus,CuccoaOrg,776,,http://connectoncampus.ca,false
,Wed May 11 17:52:35 +0000 2016,,,http://www.cityofgp.com/index.aspx?page=2827&from=banner,0,730455578921684992,,,,en,,false,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GPREP continues to support evacuees and the communities affected by the Fort McMurray wildfire.  https://t.co/ollieyiVix,https://twitter.com/GrPrChamber/status/730455578921684992,Tue Jun 08 19:10:16 +0000 2010,153510813,false,"The Grande Prairie & District Chamber of Commerce is the 3rd largest in Alberta. We have over 1,100 members, who employ over 20,000 people.",1308,3717,1486,76,"Grande Prairie, AB, CA, T8V 7X9",Grande Prairie & District Chamber Of Commerce,GrPrChamber,10542,,http://www.grandeprairiechamber.com/,false
,Fri May 06 12:36:50 +0000 2016,gpab,https://twitter.com/931News/status/728563885993697280/photo/1,http://www.bigcountryxx.com/news/?news_action=view&news_id=23385&ret=%3Fnews_action%3Dlist,0,728564178311589890,,,,en,,false,,2,728563885993697280,931News,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BC wildfire's combine, evacuation ordered #gpab https://t.co/YEjYIl3uiZ https://t.co/P9d11c6vro",https://twitter.com/JHInteriorsGP/status/728564178311589890,Fri Mar 28 17:23:16 +0000 2014,2416216428,false,Your source for Canadian made Elite blinds in #GP,3672,141,501,11,"Grande Prairie, Alberta",JH Interiors,JHInteriorsGP,7680,,http://www.jhinteriorsgp.com,false
,Sat May 07 14:35:00 +0000 2016,,,,0,728956304367099904,,,,en,,,728952465912168448,7,728954675668508678,RossMcleanSec,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","1 Expert says no lightening strike in area, cause likely human.  We need 2 find cause of wildfire, arson/terror poss https://t.co/IrGYUA16r9",https://twitter.com/DannyAlberta77/status/728956304367099904,Thu May 21 17:18:38 +0000 2015,3222442128,false,“I am on no one’s side because no one is on my side.”,27,982,372,25,"Calgary, Alberta",Danny Alberta,DannyAlberta77,131528,,,false
,Wed May 18 17:40:55 +0000 2016,,,http://www.thesudburystar.com/2016/05/18/beastly-alberta-wildfire-just-wont-die-complicating-fort-mcmurray-re-entry,0,732989355917205505,,,,en,,false,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Wildfire just won't die | Sudbury Star https://t.co/xm3ywrFGWA,https://twitter.com/SudburyStar/status/732989355917205505,Mon Jan 12 21:38:55 +0000 2009,18916699,false,"Don MacDonald, Managing Editor",33,21869,3843,225,"Sudbury, Ontario",SudburyStar,SudburyStar,96671,,http://www.thesudburystar.com,false
,Mon May 16 00:04:34 +0000 2016,,,http://ow.ly/Rjwh500jbgy,0,731998743311093760,,,,en,,false,,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Canada phone app for wildfire victims - A smartphone app released by the Canadian province of Alberta will allo... https://t.co/e5ziwZdMOs,https://twitter.com/tech_fresh/status/731998743311093760,Thu Aug 30 18:12:40 +0000 2012,792115592,false,"Get fresh with the latest London / Global Technology News & Reviews. We love Tech startups, Tweet us for a shout out!",0,504,1228,53,London,Fresh Technology,tech_fresh,31732,,,false
,Tue May 10 02:50:57 +0000 2016,,,,0,729866288026161156,,,,en,,,,1,729865922786131969,YukonMomto2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@kalicat2 @Kenster0007 @BillTufts think they killed it pretty fast myself given most forest fires in north.Canada's wildfire fighters r good,https://twitter.com/BillTufts/status/729866288026161156,Sun Oct 04 14:48:45 +0000 2009,79745758,false,"Immigration is great for Canada 
Uncontrolled Mass Migration is destroying the country 

Bestselling Author of Pension Ponzi 
https://t.co/cdeATwfyZX…",5413,15227,6975,160,Canada ,Bill Tufts,BillTufts,199332,,http://fairpensionsforall.blogspot.com/2011/03/is-air-canada-pension-plan-to-rich.html?m=1,false
,Mon May 09 17:17:41 +0000 2016,,,,0,729722018711543808,,,,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SK Wildfire update: the cooler weather and possible rain and high humidity is helping to douse the fire threat.,https://twitter.com/smillsSK/status/729722018711543808,Fri Jun 17 03:13:45 +0000 2011,318821825,false,"Provincial News Director for 980 CJME and 650 CKOM. Brit in Canada. Taking on life, politics and shoes!",9992,8843,1927,111,"Regina, Saskatchewan",Sarah Mills,smillsSK,31752,,http://www.cjme.com,false
,Thu May 19 11:50:13 +0000 2016,,,,0,733263487607115776,,,,en,,,,4,733031465907277825,sarnianewstoday,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The County of Lambton is donating $100,000 to the Red Cross in support of wildfire relief efforts in Wood Buffalo. https://t.co/6CFnbEYlpR",https://twitter.com/donslbdc/status/733263487607115776,Tue Sep 27 15:02:46 +0000 2011,380977188,false,"General Manager, Sarnia-Lambton Business Development Corporation
Career of 40+ years working with small businesses and entrepreneurs throughout Ontario",251996,1525,921,84,"Sarnia, Ontario, Canada ",Don Anderson,donslbdc,48742,,http://slbdc.com,false
,Sat May 07 19:01:27 +0000 2016,,,,0,729023356222222338,,,,en,,,,11,729010650148560896,680CJOB,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Local trucker heading to AB with donations for wildfire evacuees. Donations being accepted at Inkster &amp; Brookside. https://t.co/R3na1rSkyw,https://twitter.com/BellinoJenn/status/729023356222222338,Tue May 27 20:09:00 +0000 2014,2567808478,false,"Proud Winnipegger & Manitoban and part of our Metis Nation.  Great mom & pretty good wife 😏 Loves: family, friends, dogs and everything Disney.",15213,124,445,2,"Winnipeg, Manitoba",Jennifer Bellino,BellinoJenn,1674,,,false
,Fri May 13 19:00:19 +0000 2016,yql ymm,,http://lethbridgeherald.com/news/local-news/2016/05/13/events-helping-raise-funds-for-fort-mcmurray-wildfire-victims/,0,731197400405020674,,,,en,,false,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Local events helping raise funds for Fort McMurray wildfire victims continue
https://t.co/d5cu8JroCL
#yql helps #ymm",https://twitter.com/Leth_Herald/status/731197400405020674,Thu May 06 19:44:36 +0000 2010,140947471,false,Lethbridge's local news source since 1905.,209,17845,344,0,"Lethbridge, Alberta, Canada",Lethbridge Herald,Leth_Herald,61130,,http://www.lethbridgeherald.com,true
,Sat May 07 18:15:21 +0000 2016,,,,0,729011754844491777,,,,en,,,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",We will have special envelopes tomorrow for the PWRFD's Wildfire Relief Appeal. Bring your cheque-book.,https://twitter.com/stjnorway/status/729011754844491777,Tue May 26 13:39:28 +0000 2009,42625449,false,"We are St. John the Baptist, Norway Anglican Church. Join us for Sunday service @ 10:30am and 5pm for The Table. All are welcome.  Come and see!",792,291,213,13,"Toronto, Canada",St. John's Norway Anglican Church,stjnorway,3745,,https://linktr.ee/stjohnsnorway,false
,Thu May 12 15:30:49 +0000 2016,CUPE BC FortMcMurray wildfire YMMFIRE bcpoli unions,https://twitter.com/Resource_Works/status/730782287726514176/photo/1,http://ow.ly/jFOW3007K9L,0,730782287726514176,,,,en,,false,,1,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","#CUPE #BC donates $20,000 to #FortMcMurray #wildfire relief fund: https://t.co/g8ex396nOz #YMMFIRE #bcpoli #unions https://t.co/DWY93HuwRN",https://twitter.com/Resource_Works/status/730782287726514176,Thu Jan 02 23:20:58 +0000 2014,2273677488,false,"This is the independent newsfeed for natural resources, responsible & innovative engine of Canada's economy. 👷🏼‍♀️🌲⛏️🏭🐟🛢️👷🏽‍♂️🚢",5723,9118,2738,219,"Vancouver, BC",Resource Works,Resource_Works,46845,,https://www.resourceworks.com/,false
,Tue May 17 13:08:30 +0000 2016,,,http://www.cbc.ca/beta/news/canada/edmonton/growing-wildfire-forces-evacuation-of-fort-mcmurray-oilsands-camps-1.3585037,0,732558412710481920,,,,en,,false,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Growing wildfire forces evacuation of Fort McMurray oilsands camps - Edmonton - CBC News. BUT IT'S FINALLY RAINING! https://t.co/3QdTrOkpYm,https://twitter.com/WAndyKnight1/status/732558412710481920,Thu Oct 18 16:28:19 +0000 2012,889219386,false,"2021-22 Fulbright Distinguished Chair in International & Area Studies @YaleU; UA Provost Fellow Black Excellence & Leadership; Distinguished Professor , FRSC",20148,2911,5004,52,"Edmonton, Alberta",W Andy Knight,WAndyKnight1,87871,,,false
,Tue May 10 14:34:27 +0000 2016,,,http://dlvr.it/LGvsL3,0,730043329342099456,,,,en,,false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Repair crews assess Canada wildfire damage, oil firms plan restart https://t.co/X1UKkcqpVB",https://twitter.com/BerkleyBearNews/status/730043329342099456,Tue Aug 28 18:07:48 +0000 2012,787546010,false,"Bringing the news that is important, that as quick as a dog can bring it.",5,1731,201,248,Doghouse,Berkley Bear,BerkleyBearNews,2188348,,,false
,Wed May 11 09:00:47 +0000 2016,,,http://ow.ly/lwoN1002782,0,730321743517237248,,,,en,,false,,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Fort McMurray wildfire: New Brunswick sends firefighters, donates $75K .https://t.co/IOA00TjC6f",https://twitter.com/RickMcGuire6/status/730321743517237248,Fri Mar 15 18:30:43 +0000 2013,1270407349,false,"Former Radio Broadcaster.   Info related to New Brunswick.    I post topics on Entertainment, News and Pop Culture.  Feel free to RETWEET .",400,550,687,19,"Woodstock, NB",Rick McGuire,RickMcGuire6,27878,,,false
,Sun May 22 00:12:29 +0000 2016,ymmfire,,http://www.cbc.ca/1.3594444,0,734175060903137280,,,,en,,false,,4,734150334088679425,roberta__bell,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Out-of-province evacuees can't access Alberta government wildfire relief funds https://t.co/h6mAj2sxUk #ymmfire,https://twitter.com/FMChildMagazine/status/734175060903137280,Mon May 06 20:20:46 +0000 2013,1408652497,false,Your best #YMM resource for families with kids!,953,1384,1900,36,"Fort McMurray, AB",Fort McMurray's CM,FMChildMagazine,10581,,http://www.fortmcmurrayschild.com,false
